Country, Variable, Unit, Symbol, "1964", "1965", "1966", "1967", "1968", "1969", "1970", "1971", "1972", "1973", "1974", "1975", "1976", "1977", "1978", "1979", "1980", "1981", "1982", "1983", "1984", "1985", "1986", "1987", "1988", "1989", "1990", "1991", "1992", "1993", "1994", "1995", "1996", "1997", "1998", "1999", "2000", "2001", "2002", "2003", "2004", "2005", "2006", "2007", "2008", "2009", "2010", "2011", "2012", "2013", "2014", "2015", "2016", "2017", "2018", "2019", "2020"
Republic of Moldova, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 448.5, 423.84, 399.72, 375.97, 352.53, 347.36, 342.27, 336.9, 330.99, 319.35, 307.13, 294.58, 282.03, 269.66, 257.36, 245.18, 240.14, 234.95, 229.51, 223.53, 217.35, 210.81, 205.48, 206.35, 207.33, 206.91, 206.57, 207.75, 198.32
Romania, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , 466.69, 507.71, 548, 587.59, 626.47, 664.65, 698.38, 731.62, 764.62, 797.75, 831.28, 841.79, 853.24, 865.23, 877.13, 888.55, 883.79, 878.72, 873.99, 870.52, 868.91, 863.44, 859.72, 857.38, 777.39, 696.72, 623.97, 550.41, 567.96, 567.31, 435.91, 411.93, 422, 391.71, 330.15, 285.28, 251.01, 327.28, 346.62, 333.17, 303.83, 324.54, 320.46, 318.78, 313.54, 324.46, 321.98, 344.61, 328.92, 331.33, 333.51
Russian Federation, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 519.72, 509.8, 500.15, 490.75, 481.57, 472.59, 463.76, 453.95, 452.89, 451.79, 450.44, 448.71, 446.53, 443.93, 440.96, 437.69, 434.21, 430.52, 426.64, 422.66, 489.48, 430.8, 445.98, 442.59, 444.78, 444.36, 444.17
Rwanda, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 18.91, 20.7, 22.63, 24.67, 26.66, 28.48, 30.59, 32.52, 34.27, 35.91, 37.47, 38.96, 40.37, 41.69, 42.91, 44.02, 45.02, 45.93, 46.75, 48.31, 46.32
Saint Kitts and Nevis, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 312.71, 309.95, 307.24, 304.67, 302.18, 299.74, 297.48, 295.33, 293.24
Saint Lucia, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 255.91, 252.34, 249.1, 246.43, 244.38, 242.86, 241.67, 240.61, 239.5, 238.3, 237.08, 235.86, 234.7, 233.63
Saint Vincent and the Grenadines, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 92.56, 91.84, 91.14, 90.45, 89.71, 88.92, 88.05, 87.12, 86.17, 85.25, 84.41, 83.65, 82.95, 82.28, 81.59, 80.84, 80.03, 79.17, 78.27, 78.1, 77.89, 77.67, 77.41, 77.14, 76.88, 76.64
Sao Tome and Principe, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 55.09, 65.47, 75.55, 85.36, 94.94, 104.24, 113.2, 121.73, 129.81, 137.44, 144.53, 150.99, 156.77, 161.81, 166.17, 170.11, 173.89, 177.73, 181.71, 185.79, 189.9, 193.9, 197.69, 201.25, 197.5, 193.81, 190.18, 186.62
Saudi Arabia, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 984.8, 985.58, 987.91, 991.55, 996.56, 1002.49, 1008.05, 1011.64, 1012.24, 1005.28, 995.74, 984.57, 973, 969.47, 966.19, 921.4, 878.38, 836.45, 795.36, 755.11, 716.17, 740.75, 757.33, 782.91, 737.71, 705.41, 771.21, 758.48, 746.6
Senegal, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , 197.8, 194.41, 191.06, 187.75, 184.48, 181.28, 178.22, 175.37, 172.79, 170.45, 168.32, 166.31, 164.32, 162.28, 189.86, 215.97, 212.31, 208.61, 204.88, 201.12, 197.33, 193.53, 189.73, 185.94, 182.17, 178.44, 174.75, 171.12, 167.55, 164.05, 160.62, 190.97, 185.38, 180.43
Serbia, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 423.41, 434.89, 443.04, 457.26, 449.36, 441.18, 432.77, 465.3, 442.32, 528.18, 531.57, 609.02, 631.34, 640.5, 609.39
Seychelles, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , 169.78, 169.03, 167.38, 164.97, 162.21, 159.63, 157.49, 161.56, 161.15, 160.86, 160.32, 159.27, 154.1, 145.95, 143.34, 148.75, 154.54, 153.03, 152.07, 151.47, 150.88, 150.11, 149.1, 147.94, 146.69, 145.41, 144.24, 143.14, 142.09, 141.1, 140.17, 139.3
Sierra Leone, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , 91.63, 77.27, 64.03, 51.76, 40.2, 28.98, 30.92, 32.89, 34.76, 36.51, 38.13, 39.52, 40.57, 41.2, 40.71, 39.92, 39.01, 38.19, 37.59, 36.4, 35.43, 34.6, 33.83, 33.08, 32.33, 31.61, 30.92, 30.24, 29.59, 28.95, 28.34, 27.74, 27.16, 26.6
Singapore, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , 84.08, 112.73, 140.84, 168.3, 194.76, 219.81, 243.09, 264.56, 284.47, 303.35, 321.65, 339.64, 357.22, 373.89, 388.9, 401.71, 412.22, 420.79, 427.85, 434, 439.72, 444.86, 449.48, 454.45, 460.85, 469.25, 484.8, 502.55, 520.37, 534.99, 544.07, 489.56, 434.53, 381.91, 333.89, 290.9, 252.11, 216.3, 182.58, 150.23, 118.83, 117.55, 115.52, 114.04, 114.33, 112.81
Slovakia, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 293.98, 275.78, 257.84, 250.33, 242.99, 234.25, 225.59, 216.98, 209.06, 202.66, 199.24, 178.93, 167.96, 148.62, 127.44, 115.42, 112.16, 107.45, 106.08, 122.86, 93.01, 103.02, 101.68, 98.31, 102.11, 102.05, 102.36, 101.66
Slovenia, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 452.48, 457.06, 460.42, 462.96, 465.48, 464.63, 463.63, 463.47, 459.62, 458.27, 451.01, 560.13, 474.15, 433.08, 427.78, 448.57, 462.5, 454.14, 482.94
Somalia, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , 118.04, 142.86, 167.04, 191.32, 216.26, 241.78, 267.17, 290.99, 311.83, 328.91, 342.45, 353.18, 362.33, 370.82, 358.42, 346.83, 336, 325.56, 315.69, 306.39, 297.65, 289.37, 281.45, 273.83, 266.48, 259.37, 252.46, 245.69, 239.03, 232.49, 226.06, 219.75, 213.56, 207.51
South Africa, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , 361.65, 350.69, 339.94, 329.64, 320.07, 311.37, 304.92, 299.11, 293.85, 289, 284.47, 285.27, 286.2, 287.18, 288.11, 288.92, 289.59, 290.11, 290.45, 290.56, 290.43, 290.04, 289.44, 288.71, 313.14, 336.91, 338.92, 339.94, 343.47, 322.76, 323.54
South Sudan, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 65.06, 63.54, 62.34, 61.41, 60.74, 60.31, 59.95, 59.48, 58.78
Spain, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , 1005.6, 1015.75, 1025.89, 1036.27, 1047.21, 1058.94, 1079.38, 1100.56, 1122.48, 1145.06, 1168.23, 1180.06, 1131.1, 1082.8, 1034.82, 986.94, 938.95, 926.56, 913.98, 901.4, 888.87, 876.56, 864.21, 876.73, 887.24, 895.05, 876.65, 857.24, 854.11, 833.3, 863.85, 808.87, 783.04, 765.33, 776.96, 750.55, 744.13, 778.55, 688.56, 702.28, 675.22, 669.49, 645.14, 629.84, 625.09, 620.69
Sri Lanka, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , 563.84, 575.58, 587.33, 599.25, 611.55, 624.34, 637.76, 651.73, 665.91, 679.75, 692.88, 687.28, 681.17, 674.77, 668.43, 662.37, 657.29, 652.45, 647.82, 643.33, 638.94, 634.65, 630.51, 626.53, 622.75, 619.19, 615.86, 612.74, 609.83, 607.12, 604.58
Sudan, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 744.19, 726.55, 709.23, 692.36, 675.95, 659.95, 644.35, 629.13, 614.26
Suriname, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , 1207.23, 1224.42, 1239.8, 1254.94, 1270.24, 1285.54, 1301.13, 1317.1, 1333.55, 1350.66, 1368.54, 1386.8, 1404.96, 1422.66, 1386.93, 1351.97, 1317.68, 1284.1, 1251.17, 1218.89, 1204.86, 1191.01, 1177.38, 1163.98, 1150.83, 1137.93, 1125.36, 1113.19, 1101.51, 1090.3, 1079.59, 1069.29, 1059.39, 1049.89
Sweden, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , 505.65, 504.63, 504.22, 504.22, 504.36, 504.43, 502.14, 499.76, 497.45, 495.4, 493.73, 465.89, 438.4, 410.97, 383.34, 355.36, 354.29, 352.87, 351.13, 349.18, 346.55, 344.46, 342.25, 333.54, 325.27, 317.57, 311.38, 305.68, 304.74, 303.8, 302.65, 300.58, 299.98, 298.28, 296.31, 290.97, 289.13, 287.03, 286.87, 286.62, 286.36, 277.41, 268.62, 259.99, 251.52, 243.22, 235.22, 227.38, 219.7, 212.17, 245.96
Switzerland, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , 409.97, 409.76, 410.39, 411.39, 412.09, 412.01, 413.03, 413.17, 412.66, 411.91, 411.16, 409.85, 408.56, 407.13, 405.31, 402.98, 400.07, 396.74, 388.39, 380.58, 373.58, 367.46, 362.03, 359.68, 357.36, 354.77, 351.88, 348.74, 339.37, 329.8, 320.04, 310.1, 300.04, 289.93, 279.85, 269.88, 260.04, 250.35, 212.09, 207.63, 209.21, 207.02, 205.04, 207.35, 205.76, 204.26
Syrian Arab Republic, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , 443.22, 495.7, 544.32, 589.14, 630.11, 667.23, 700.61, 730.58, 757.66, 782.47, 805.53, 827.09, 847.24, 866.03, 883.48, 899.61, 914.56, 928.46, 941.24, 964.05, 940.5, 946.45, 950.69, 956.24, 917.82, 918.42, 927.68, 957.53, 958.41, 938.18, 912.82, 879.38, 843.15, 811.09, 790.37, 784.57, 795.02, 820.03, 856.06, 895.76, 931.27, 959.62, 980.39, 989.1, 981.86, 957.7
Tajikistan, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2090.62, 1982.26, 1876.77, 1774.21, 1674.08, 1576.01, 2028.36, 1516.44, 1550.41, 1581.72, 1610.46, 1636.71, 1660.48, 1581.84, 1504.77, 1429.31, 1355.55, 1283.66, 1213.77, 1145.88, 1079.96, 1054.29, 1009.86, 899.52, 1073.97, 1137.43, 1037.99
Thailand, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 865.88, 861.34, 857.02, 852.83, 848.75, 844.77, 840.95, 837.33, 833.97, 830.87, 828, 825.4, 823.06, 821
Timor-Leste, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1205.89, 1177.73, 1153.05, 1130.85, 1110.45, 1090.97, 1071.77, 1052.87, 1034.43, 1016.22, 998.02, 979.69, 961.22, 942.68, 924.31, 906.34, 888.93
Togo, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , 26.21, 27.13, 28.03, 28.92, 29.82, 30.73, 31.6, 32.36, 32.99, 33.45, 33.77, 34.01, 34.23, 34.45, 33.45, 32.52, 35.08, 37.49, 39.74, 38.7, 37.67, 36.66, 35.68, 34.73, 33.81, 32.92, 32.06, 31.24, 30.45, 29.69, 28.97, 28.27, 27.59, 26.94
Trinidad and Tobago, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 235.74, 239.89, 243.95, 247.8, 251.8, 255.56, 259.12, 262.61, 266.1, 269.75, 273.4, 277, 280.46, 283.73, 286.79, 284.95, 283.08, 281.28, 279.64, 278.17, 276.87, 275.71, 274.7, 273.81
Tunisia, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , 189.15, 213.6, 236.83, 258.74, 279.19, 298.08, 302.23, 305.61, 308.48, 311.13, 313.8, 326.56, 338.93, 350.87, 362.27, 373.07, 359.69, 346.86, 334.72, 323.44, 313.08, 303.6, 294.86, 286.73, 279.13, 271.93, 291, 293.33, 295.72, 297.99, 300, 301.68, 303.06, 304.24, 305.35, 306.48, 307.67, 313.2, 318.6, 323.77, 328.65, 333.21, 316.27, 332.44, 328.37, 303.54
Turkmenistan, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5778.23, 5695.6, 5633.87, 5589.41, 5558.14, 5534.74, 5515.14, 5585.95, 5657.77, 5728.41, 5943.36, 5882.17, 5817.18, 5748.28, 5674.61, 5595.54, 5511.04, 5421.15, 5327.2, 5231.98, 5138.81, 5049.88, 4965.71, 5011.79, 4594.16, 4663.02, 4351.49
TÃ¼rkiye, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 566.83, 569.68, 572.4, 574.91, 577.2, 579.3, 581.27, 583.16, 622.55, 591.1, 589.5, 587.36, 547.05, 554.69, 562.46, 564.33, 596.58, 603.07, 615.15, 642.33, 646.68, 667.11, 663.78, 709.21, 726.83, 708.84, 721.22, 744.08, 737.58
Uganda, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , 21.26, 21.13, 21.01, 20.91, 20.79, 20.64, 20.46, 20.25, 20.03, 19.79, 19.55, 19.3, 19.05, 18.78, 18.5, 18.19, 17.86, 17.51, 17.17, 16.83, 16.5, 16.19, 15.9, 15.61, 15.34, 15.09, 14.85, 14.62, 14.4, 14.17, 13.94, 14.17, 14.37, 15.68, 16.9, 18.03, 19.08, 20.05, 20.93, 20.28, 19.64, 19.03, 18.43, 17.85, 17.26, 16.66, 16.07, 15.47, 14.91, 14.39, 13.93
Ukraine, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 505.68, 487.9, 470.64, 453.93, 437.76, 421.96, 406.3, 390.49, 374.3, 364.5, 354.36, 343.88, 332.99, 321.6, 322.6, 323.25, 323.68, 323.97, 324.29, 306.81, 289.24, 271.55, 253.77, 214.86, 220.56, 251.8, 253.17, 251.58, 225.68
United Arab Emirates, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , 882.78, 894.15, 910.94, 929.29, 944.48, 953.52, 956.32, 954.48, 949.11, 941.54, 932.68, 921.9, 909.16, 895.91, 883.66, 872.85, 892.91, 908.32, 919.11, 925.44, 926.62, 927.44, 926.2, 910.85, 906.83, 871.36, 771.92, 678.35, 603.42, 552.11, 522.17, 509.45, 508.8, 515.83, 525.04, 532.36, 536.75, 527.21, 528.35, 515.14, 503.65
United Kingdom of Great Britain and Northern Ireland, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , 240.35, 233.26, 226.13, 218.95, 211.71, 204.38, 205.83, 207.17, 208.44, 209.67, 210.91, 210.57, 210.25, 209.92, 209.58, 209.21, 209.92, 210.58, 211.2, 211.81, 276.22, 256.65, 234.84, 212.39, 195.68, 170.56, 213.58, 138.52, 131, 128.24, 126.56, 119.99, 127.3, 116.25, 108.67, 123.89, 127, 126.18, 125.41, 124.69, 124.03
United Republic of Tanzania, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 51.58, 65.69, 79.16, 92.08, 104.45, 116.18, 127.15, 137.31, 146.71, 142.66, 138.68, 134.82, 131.08, 127.43, 123.86, 120.35, 116.9, 113.5, 110.17, 106.92, 103.76, 100.69, 97.72, 94.84, 92.06, 89.37, 86.78
United States of America, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , 2256.01, 2252.92, 2249.64, 2246.2, 2242.66, 2239.02, 2235.27, 2231.35, 2227.23, 2222.89, 2218.27, 2197.2, 2176.25, 2154.95, 2132.7, 2109.21, 2084.29, 2058.38, 2032.5, 2007.9, 1985.37, 1967.37, 1951.26, 1936.35, 1921.68, 1906.62, 1837.29, 1768.75, 1701.33, 1635.48, 1571.43, 1531.95, 1493.64, 1456.41, 1420.11, 1384.61, 1375.44, 1366.69, 1358.29, 1350.16, 1342.26
Uruguay, Total water withdrawal per capita, m3/inhab/year, E, , 241.23, 270.3, 298.9, 327.24, 355.63, 384.37, 413.73, 443.74, 474.11, 504.23, 533.54, 561.7, 588.74, 614.8, 640.26, 665.43, 690.38, 715, 739.31, 763.31, 786.98, 810.39, 833.56, 856.39, 878.72, 900.44, 921.56, 942.16, 962.32, 982.15, 1001.77, 1021.13, 1040.31, 1059.84, 1080.41, 1102.5, 1100.6, 1100.41, 1101.19, 1101.92, 1101.81, 1100.62, 1098.52, 1095.74, 1092.64, 1089.52, 1086.4, 1083.17, 1079.82, 1076.33, 1072.68, 1068.88, 1064.99, 1061.09, 1057.27, 1053.62
Uzbekistan, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2599.14, 2563.1, 2530.71, 2501.52, 2475.36, 2452.01, 2431.14, 2412.72, 2337.1, 2263.77, 2191.34, 2118.98, 2071.8, 2024.12, 1976.27, 1928.74, 1881.89, 1835.82, 1790.51, 1745.99, 1702.31, 1782.63, 1735.27, 1842.94, 1813.63, 1785.84, 1759.83
Venezuela (Bolivarian Republic of), Total water withdrawal per capita, m3/inhab/year, E, , , , , , , 359.76, 363.14, 366.26, 369.08, 371.53, 373.58, 375.24, 376.55, 377.57, 378.39, 379.03, 379.55, 379.94, 380.17, 380.2, 380.04, 379.67, 379.15, 378.55, 377.95, 377.4, 376.93, 376.52, 376.16, 375.85, 375.57, 375.34, 375.15, 375, 374.84, 374.67, 448.28, 519.23, 587.73, 654, 718.3, 774.9, 830.4, 818.73, 807.19, 795.58, 783.25, 770.63, 759.76, 753.13, 752.16, 757.97, 769.54, 783.27, 793.46, 795.69
Viet Nam, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , 697.47, 708.57, 718.55, 727.55, 735.78, 743.39, 746.78, 749.89, 752.74, 755.35, 757.74, 771.17, 784.06, 796.77, 809.71, 823.2, 837.34, 852.1, 867.36, 882.95, 898.68, 914.73, 930.9, 947.05, 962.97, 978.5, 969.42, 960.32, 951.15, 941.87, 932.5, 923.02, 913.45, 903.89, 894.41, 885.12, 876.01, 867.12, 858.54, 850.39, 842.73
Yemen, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , 250.38, 242.14, 233.56, 225.35, 218.16, 212.29, 207.69, 204.04, 200.99, 198.17, 195.3, 191.59, 187.92, 184.3, 180.76, 177.3, 172.33, 167.51, 162.84, 158.33, 153.96, 149.74, 145.67, 141.77, 138.05, 134.54, 131.22, 128.08, 125.09, 122.25, 119.53
Zambia, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 206.71, 199.45, 192.34, 185.85, 179.36, 172.93, 166.66, 160.63, 154.91, 148.96, 143.28, 139.65, 136.1, 132.59, 129.13, 125.73, 122.35, 118.95, 115.54, 112.1, 108.67, 105.32, 102.08, 99, 96.07, 93.27, 90.6, 88.01, 85.51
Zimbabwe, Total water withdrawal per capita, m3/inhab/year, E, , , , , , , , , , , , , , , , , , , , , , , , 128.05, 144.07, 159.35, 174.17, 188.75, 203.2, 217.62, 232.02, 246.44, 260.89, 275.46, 290.2, 305.18, 320.41, 335.96, 351.76, 340.34, 328.7, 316.64, 304.14, 291.29, 286.62, 281.51, 276.01, 270.11, 263.9, 257.62, 251.53, 245.8, 242.45, 234.54, 261.2, 257.51, 253.74